70
Allomyces_macrogynus,1.000000e+00,9.201808e-31,2.021370e-51,3.396338e-65,2.057663e-08,1.360121e-12,4.341880e-15,7.641932e-25,3.439248e-16,3.529361e-03,2.699228e-25,3.009013e-31,2.750933e-46,3.004398e-27,6.058386e-54,4.645908e-34,2.149453e-13,1.990394e-34,1.321341e-27,8.118464e-69,8.427411e-27,1.842381e-37,2.879959e-15,2.685383e-48,3.249283e-33,8.209236e-76,2.421990e-50,4.665379e-84,5.448430e-32,3.005611e-06,4.027238e-54,1.540928e-71,5.277594e-43,1.054238e-07,2.586080e-07,4.263261e-05,1.051705e-56,6.116422e-54,1.612381e-06,9.257257e-100,2.551443e-64,9.167810e-22,1.468733e-08,7.948667e-69,7.793820e-61,1.060873e-120,1.660628e-72,3.690906e-96,4.349327e-73,1.415321e-11,1.581433e-61,3.959849e-64,7.993331e-56,6.888863e-69,1.541514e-34,1.110186e-21,1.039128e-63,1.243524e-09,4.290354e-45,4.975834e-14,3.084167e-16,1.111450e-22,1.039267e-33,1.304521e-121,1.777371e-34,4.073393e-71,7.359300e-70,4.289960e-60,7.214126e-74,2.933731e-52
Spizellomyces_punctatus,9.201808e-31,1.000000e+00,6.980067e-03,6.863441e-09,1.097306e-04,1.486215e-04,3.685255e-03,8.621175e-02,8.692366e-05,1.191550e-02,1.398762e-06,6.607919e-02,1.887522e-05,3.971269e-02,1.446089e-07,8.314766e-05,2.851572e-02,6.086436e-03,7.928129e-06,2.962411e-11,1.420421e-03,1.045637e-06,3.696725e-03,1.361719e-02,1.223654e-13,2.754195e-09,1.335186e-07,7.690367e-10,5.888342e-03,2.099021e-01,1.301200e-05,1.280934e-05,3.231345e-04,9.831513e-03,3.700224e-02,8.144285e-02,1.087929e-05,4.209682e-05,2.070722e-01,9.636463e-20,4.559271e-03,7.104112e-04,1.065279e-03,6.159140e-04,7.262980e-04,8.366419e-21,3.433611e-06,2.006673e-13,2.244465e-09,8.126211e-01,5.002014e-07,5.411390e-04,3.514534e-02,3.519583e-07,9.727973e-02,4.701430e-02,5.047988e-08,2.268724e-02,2.318561e-06,7.322612e-03,5.231549e-05,1.025946e-01,2.904556e-03,1.608140e-27,1.141414e-05,5.682625e-13,1.181721e-13,6.983372e-10,4.247703e-06,1.575337e-09
Mortierella_verticillata,2.021370e-51,6.980067e-03,1.000000e+00,5.541410e-02,1.370184e-09,4.939086e-05,1.304541e-03,1.199520e-02,3.486371e-11,3.291827e-05,4.194228e-03,1.147117e-01,1.017747e-04,2.545400e-01,5.954473e-03,1.100791e-02,1.841868e-02,7.658612e-04,1.410843e-02,5.955791e-08,2.406851e-04,1.305533e-06,1.695304e-02,1.301497e-04,8.943819e-08,1.551337e-17,2.140316e-07,3.024769e-14,6.674197e-03,1.850019e-01,1.495627e-05,6.062243e-05,1.194541e-08,9.224610e-02,1.330508e-01,1.696947e-01,2.530284e-08,2.323317e-08,5.951978e-02,2.096780e-11,4.770056e-02,3.787225e-02,1.194084e-06,2.467210e-09,4.559147e-10,3.295486e-16,6.033470e-06,7.005054e-08,1.011239e-04,7.690962e-01,3.055024e-05,1.289647e-03,1.925127e-04,3.563275e-06,9.990262e-04,6.244464e-05,1.445958e-06,2.469309e-01,5.201864e-05,2.765501e-02,1.360464e-03,4.744414e-03,4.059769e-03,2.212933e-16,3.015454e-06,3.094879e-10,3.862679e-08,5.288264e-11,2.988576e-05,1.388529e-04
Rhizopus_oryzae,3.396338e-65,6.863441e-09,5.541410e-02,1.000000e+00,8.032123e-13,2.208779e-14,6.578158e-04,1.759385e-07,1.293141e-11,9.307143e-04,4.360638e-03,4.011223e-03,1.796184e-02,2.086477e-02,3.363478e-02,2.818551e-03,1.569063e-01,6.746001e-03,2.314249e-01,2.399262e-05,9.628263e-06,1.521259e-08,4.757780e-03,6.582195e-04,8.122966e-03,2.587284e-05,4.359109e-03,1.440385e-04,1.694654e-01,1.673736e-01,4.942948e-03,1.383516e-03,6.493563e-07,3.192449e-02,7.818992e-01,1.024180e-01,5.635229e-07,8.304758e-06,1.178180e-02,7.127036e-05,1.025513e-02,9.897024e-02,3.857635e-10,1.447590e-07,3.489254e-08,4.600403e-10,2.598558e-03,3.600585e-05,1.961091e-02,3.112450e-01,1.493634e-03,3.344170e-04,6.343247e-02,3.836305e-02,6.838058e-04,2.198719e-02,2.003711e-03,8.194052e-01,2.261592e-01,3.347151e-02,2.237315e-01,1.251690e-03,1.370571e-01,2.210270e-06,1.706368e-02,7.058255e-03,2.165652e-03,1.105095e-02,1.200773e-03,3.145943e-02
Ministeria_vibrans,2.057663e-08,1.097306e-04,1.370184e-09,8.032123e-13,1.000000e+00,6.030344e-02,3.190622e-05,6.477311e-06,1.556474e-02,3.354792e-01,7.675569e-08,4.690933e-10,6.795819e-12,1.753682e-05,1.556505e-13,5.691933e-10,6.161103e-12,4.150629e-15,6.717298e-16,1.405004e-21,1.316078e-05,2.220452e-04,9.103962e-03,1.484883e-09,3.725596e-28,3.304821e-29,1.041604e-15,1.262512e-25,2.514028e-08,1.727735e-03,4.820639e-12,1.966470e-19,2.240166e-08,9.203106e-03,9.128814e-03,4.890370e-03,2.160763e-09,5.396614e-13,2.486589e-02,9.905371e-35,3.381092e-13,2.647736e-06,2.397297e-01,3.496995e-14,2.344782e-14,4.947746e-41,1.699675e-16,9.405059e-34,2.282792e-18,7.346669e-04,2.416533e-17,4.352842e-18,2.129414e-11,3.507071e-22,2.898774e-15,2.046221e-07,1.353079e-16,6.510952e-03,1.290170e-10,1.823552e-06,5.078319e-07,3.014677e-08,9.119757e-16,2.560497e-42,5.146041e-16,1.640870e-24,2.227740e-23,8.667851e-19,7.431059e-16,1.120193e-18
Capsaspora_owczarzaki,1.360121e-12,1.486215e-04,4.939086e-05,2.208779e-14,6.030344e-02,1.000000e+00,5.041584e-05,3.159884e-05,4.788456e-03,1.361557e-01,5.364485e-11,4.410347e-08,1.354012e-11,9.754504e-06,3.651041e-14,2.168962e-07,2.021549e-06,1.725635e-08,1.467659e-11,1.039567e-20,1.734439e-05,2.353350e-11,3.299044e-03,8.469192e-15,9.307389e-23,7.255967e-27,9.591244e-17,3.645796e-24,3.656163e-08,2.306834e-01,2.620898e-15,4.154748e-22,1.975037e-19,4.283024e-04,1.514565e-03,1.372756e-02,4.706236e-14,7.179065e-17,1.681298e-03,8.788003e-39,2.497182e-14,1.050359e-05,3.717753e-02,1.072233e-19,7.176607e-23,5.439637e-51,1.324081e-25,8.017546e-31,8.410865e-20,2.859580e-03,6.261464e-20,3.574636e-14,5.611416e-14,2.979227e-24,1.371977e-11,2.026187e-08,9.829316e-20,2.401450e-05,1.352320e-15,1.321481e-06,1.097750e-08,6.155320e-09,2.255413e-10,6.020523e-48,3.574499e-13,1.721664e-27,2.161087e-26,8.519076e-27,7.267670e-23,1.360058e-16
Sphaeroforma_arctica,4.341880e-15,3.685255e-03,1.304541e-03,6.578158e-04,3.190622e-05,5.041584e-05,1.000000e+00,8.788361e-03,3.386333e-04,1.236114e-01,2.187242e-01,5.673088e-03,1.923223e-01,2.089733e-01,1.618725e-02,2.679723e-01,5.461664e-02,2.537799e-02,2.208442e-01,9.724310e-03,5.497764e-02,2.146969e-03,1.560970e-03,2.632787e-04,1.726458e-10,2.442424e-10,1.184559e-03,1.947847e-09,7.055780e-02,8.922089e-02,3.051057e-04,8.465026e-06,3.441049e-02,6.224230e-01,1.208852e-01,1.366576e-01,4.861838e-04,2.504118e-04,1.568151e-02,1.029918e-11,5.716588e-02,1.537548e-01,5.999605e-03,7.670521e-05,5.797366e-06,9.711994e-08,3.794570e-05,3.710642e-05,3.722512e-03,8.509300e-02,3.679143e-04,3.515686e-04,1.601329e-03,3.136065e-04,1.674123e-03,1.940436e-03,2.733776e-04,3.032317e-01,1.151847e-04,9.001705e-02,1.752028e-01,1.343967e-02,1.059437e-03,2.272462e-12,1.915741e-02,2.172424e-08,1.254724e-07,1.055556e-04,6.068720e-03,1.471340e-04
Amoebidium_parasiticum,7.641932e-25,8.621175e-02,1.199520e-02,1.759385e-07,6.477311e-06,3.159884e-05,8.788361e-03,1.000000e+00,1.289466e-02,2.273374e-01,2.250051e-04,3.045404e-05,2.538918e-07,6.065819e-02,6.353471e-06,2.747743e-06,1.222847e-03,1.938763e-06,2.457742e-05,2.421428e-12,4.407064e-03,1.786026e-03,5.963075e-03,1.079365e-04,2.113712e-24,1.172727e-16,3.130347e-12,2.226275e-17,1.797400e-03,6.077546e-02,1.288659e-09,9.762649e-14,1.601095e-04,2.934142e-01,1.995269e-01,4.023269e-01,8.259025e-09,8.373859e-11,1.570306e-01,1.431761e-27,1.472175e-07,6.045508e-03,8.805163e-02,2.368010e-11,4.333199e-09,2.599600e-28,9.058119e-08,1.049328e-22,2.332470e-06,4.890936e-01,9.730214e-14,5.746744e-08,1.175683e-06,8.835834e-11,1.166801e-02,3.184742e-02,1.022871e-10,1.179508e-01,1.745863e-07,1.762848e-03,5.372884e-04,6.997325e-04,9.798135e-09,2.179471e-36,5.883543e-08,9.776602e-20,8.120447e-17,7.893296e-13,2.765274e-12,2.702574e-09
Salpingoeca_rosetta,3.439248e-16,8.692366e-05,3.486371e-11,1.293141e-11,1.556474e-02,4.788456e-03,3.386333e-04,1.289466e-02,1.000000e+00,1.739230e-01,9.567816e-08,2.688734e-10,3.874999e-16,1.140251e-07,5.332420e-13,1.395705e-06,1.170439e-03,2.047367e-12,2.516754e-08,2.620456e-17,2.562599e-04,1.675400e-03,1.160711e-02,2.710250e-08,2.101827e-22,5.980262e-27,7.170963e-14,3.274963e-26,4.351509e-09,1.881714e-02,2.636236e-11,5.093856e-19,2.382407e-11,1.410718e-02,2.431699e-04,3.301783e-02,2.850769e-12,6.954553e-15,5.915003e-02,2.121547e-37,3.103865e-12,1.017351e-04,9.641337e-02,1.170547e-14,2.144812e-14,6.147675e-46,2.173807e-15,4.261152e-31,3.437459e-17,1.983160e-04,1.151146e-17,4.634741e-16,8.737685e-15,4.050495e-16,4.679930e-08,2.708936e-06,9.022987e-16,1.943645e-02,3.819445e-14,2.871335e-04,4.418170e-10,5.812642e-14,3.450724e-11,6.358050e-45,6.984375e-12,2.918772e-28,2.329784e-29,1.365691e-29,6.975612e-18,6.255776e-23
Monosiga_ovata,3.529361e-03,1.191550e-02,3.291827e-05,9.307143e-04,3.354792e-01,1.361557e-01,1.236114e-01,2.273374e-01,1.739230e-01,1.000000e+00,6.841568e-03,9.051823e-03,1.236865e-02,6.101902e-01,7.155463e-05,6.632112e-02,1.201508e-01,4.605174e-03,2.070617e-03,1.228113e-04,1.188904e-01,1.851894e-03,1.013685e-01,2.941661e-04,9.940688e-04,2.683494e-07,2.794416e-07,2.389580e-07,8.453425e-03,3.111234e-01,3.502256e-02,1.924747e-03,7.732597e-03,1.150762e-01,3.897565e-01,2.212813e-01,5.905085e-06,3.067762e-04,4.830707e-01,1.073262e-06,1.584287e-02,1.183801e-01,4.272912e-03,1.934257e-04,1.507457e-04,3.543257e-07,1.223818e-02,3.188207e-07,4.309163e-05,6.879054e-02,6.543175e-05,4.431972e-04,1.410489e-04,1.621092e-08,9.984234e-04,3.501604e-01,9.308755e-06,1.714202e-03,1.576602e-04,5.861579e-03,6.153796e-02,5.782521e-05,1.818953e-02,8.980466e-06,4.793529e-04,1.215314e-05,2.080856e-05,6.588207e-04,1.439202e-03,5.020346e-03
