Program,Homo
Version,1.3
Input file,Dataset16_tree_order.aln
Data,Amino acids
Sequences,70


Seq. 1.,Seq. 2.,Chi-square,df,p,d_EMS,d_EFS,d_AMS,d_AFS,Sites
Capsaspora_owczarzaki,Danio_rerio,417.903383,187,1.072233e-19,2.034252e-02,9.518662e-03,5.164699e-01,8.829498e+00,4268
Capsaspora_owczarzaki,Homo_sapiens,444.879747,188,7.176607e-23,1.829038e-02,8.899469e-03,4.738736e-01,9.991755e+00,4449
Capsaspora_owczarzaki,Lottia_gigantea,640.553077,187,5.439637e-51,2.775620e-02,1.422500e-02,6.738413e-01,1.034444e+01,4404
Capsaspora_owczarzaki,Capitella_teleta,466.057539,188,1.324081e-25,2.084528e-02,1.024539e-02,5.467761e-01,1.038780e+01,4554
Capsaspora_owczarzaki,Tubulanus_polymorphus,503.288995,187,8.017546e-31,2.477279e-02,1.250891e-02,5.945890e-01,1.072864e+01,4214
Capsaspora_owczarzaki,Hemithiris_psittacea,414.385182,184,8.410865e-20,2.119561e-02,1.128400e-02,5.078272e-01,1.020353e+01,3673
Capsaspora_owczarzaki,Priapulus_caudatus,236.862307,180,2.859580e-03,1.513942e-02,8.271970e-03,3.832812e-01,1.290924e+01,1857
Capsaspora_owczarzaki,Lithobius_forficatus,418.356274,186,6.261464e-20,2.107310e-02,1.041755e-02,5.069998e-01,1.014823e+01,3795
Capsaspora_owczarzaki,Drosophila_melanogaster,373.071244,189,3.574636e-14,1.775996e-02,8.957139e-03,4.478142e-01,9.212195e+00,4871
Capsaspora_owczarzaki,Daphnia_pulex,369.899180,188,5.611416e-14,1.730837e-02,8.860137e-03,4.404316e-01,9.033282e+00,4535
Capsaspora_owczarzaki,Eunicella_verrucosa,452.644171,186,2.979227e-24,2.263133e-02,1.015904e-02,5.054895e-01,1.000350e+01,3917
Capsaspora_owczarzaki,Acropora_digitifera,340.597543,183,1.371977e-11,1.983057e-02,9.436181e-03,4.844330e-01,1.030307e+01,3143
Capsaspora_owczarzaki,Platygyra_carnosa,311.934130,186,2.026187e-08,1.588122e-02,8.508238e-03,4.182875e-01,1.016853e+01,3351
Capsaspora_owczarzaki,Nematostella_vectensis,418.213306,187,9.829316e-20,2.012400e-02,9.829632e-03,4.899769e-01,1.039244e+01,4096
Capsaspora_owczarzaki,Bolocera_tuediae,256.732607,171,2.401450e-05,2.285058e-02,1.297546e-02,5.609416e-01,1.498067e+01,1099
Capsaspora_owczarzaki,Aiptasia_pallida,374.615598,181,1.352320e-15,2.327274e-02,1.151533e-02,5.112189e-01,1.106005e+01,2929
Capsaspora_owczarzaki,Hormathia_digitata,279.785054,177,1.321481e-06,2.335501e-02,1.200331e-02,5.280722e-01,1.472915e+01,1461
Capsaspora_owczarzaki,Aurelia_aurita,301.919607,176,1.097750e-08,2.354641e-02,1.316755e-02,5.705795e-01,1.317645e+01,1855
Capsaspora_owczarzaki,Periphylla_periphylla,308.483456,179,6.155320e-09,2.415407e-02,1.337874e-02,5.366218e-01,1.227988e+01,1837
Capsaspora_owczarzaki,Hydra_viridissima,323.272465,179,2.255413e-10,2.424661e-02,1.288471e-02,5.546278e-01,1.346819e+01,1959
Capsaspora_owczarzaki,Hydra_vulgaris,615.582845,184,6.020523e-48,2.872181e-02,1.402870e-02,6.728873e-01,1.192854e+01,3955
Capsaspora_owczarzaki,Hydra_oligactis,351.493159,180,3.574499e-13,2.947775e-02,1.538514e-02,6.976647e-01,1.476807e+01,1609
Capsaspora_owczarzaki,Physalia_physalis,474.118851,184,1.721664e-27,2.753285e-02,1.350032e-02,6.425069e-01,1.133320e+01,3306
Capsaspora_owczarzaki,Nanomia_bijuga,461.276008,181,2.161087e-26,2.713013e-02,1.374420e-02,6.572476e-01,1.056276e+01,3186
Capsaspora_owczarzaki,Agalma_elegans,465.844913,182,8.519076e-27,2.411708e-02,1.271701e-02,6.065573e-01,1.034999e+01,3415
Capsaspora_owczarzaki,Abylopsis_tetragona,441.845525,186,7.267670e-23,2.218763e-02,1.112692e-02,5.564934e-01,1.064195e+01,3980
Capsaspora_owczarzaki,Craseoa_lathetica,380.397353,179,1.360058e-16,2.524755e-02,1.352869e-02,6.039230e-01,1.103512e+01,2536
Sphaeroforma_arctica,Amoebidium_parasiticum,229.246296,181,8.788361e-03,7.772437e-03,6.637465e-03,2.387191e-01,1.323448e+01,1894
Sphaeroforma_arctica,Salpingoeca_rosetta,263.361796,190,3.386333e-04,1.299582e-02,9.791711e-03,3.709810e-01,1.146667e+01,2477
Sphaeroforma_arctica,Monosiga_ovata,186.206074,165,1.236114e-01,1.802610e-02,1.384212e-02,4.576312e-01,1.792585e+01,696
Sphaeroforma_arctica,Euplokamis_dunlapae,189.233252,175,2.187242e-01,1.413358e-02,9.760885e-03,3.424182e-01,1.414553e+01,1383
Sphaeroforma_arctica,Vallicula_sp,228.230539,177,5.673088e-03,1.444086e-02,9.817287e-03,3.678906e-01,1.421462e+01,1405
Sphaeroforma_arctica,Coeloplana_astericola,194.208718,178,1.923223e-01,1.577775e-02,1.001281e-02,4.451854e-01,1.291352e+01,1436
Sphaeroforma_arctica,Pleurobrachia_bachei,201.363874,186,2.089733e-01,1.215065e-02,9.426378e-03,3.163379e-01,1.456234e+01,1461
Sphaeroforma_arctica,Pleurobrachia_atlantica,228.512800,185,1.618725e-02,1.322217e-02,8.605369e-03,3.770315e-01,1.380305e+01,1939
Sphaeroforma_arctica,Dryodora_glandiformis,191.308981,180,2.679723e-01,1.464390e-02,9.147852e-03,3.848291e-01,1.214529e+01,1670
Sphaeroforma_arctica,Bolinopsis_infundibulum,211.390505,180,5.461664e-02,1.406369e-02,1.113487e-02,3.925289e-01,1.520151e+01,1245
Sphaeroforma_arctica,Mertensiidae_sp,218.905460,180,2.537799e-02,1.591020e-02,1.169272e-02,4.124365e-01,1.373247e+01,1428
Sphaeroforma_arctica,Mnemiopsis_leidyi,197.418017,183,2.208442e-01,1.314918e-02,9.087970e-03,3.396095e-01,1.347446e+01,1498
Sphaeroforma_arctica,Beroe_abyssicola,229.533653,182,9.724310e-03,1.492174e-02,9.022094e-03,3.923780e-01,1.216466e+01,2102
Sphaeroforma_arctica,Sycon_coactum,211.321800,180,5.497764e-02,9.905281e-03,7.567901e-03,3.546740e-01,1.276541e+01,1898
Sphaeroforma_arctica,Sycon_ciliatum,242.416254,183,2.146969e-03,1.182856e-02,8.175365e-03,3.792538e-01,1.112333e+01,2388
Sphaeroforma_arctica,Corticium_candelabrum,242.411049,181,1.560970e-03,1.314291e-02,1.184505e-02,4.409470e-01,1.507990e+01,1340
Sphaeroforma_arctica,Oscarella_carmela,259.120580,185,2.632787e-04,1.260375e-02,9.166871e-03,3.727869e-01,1.164196e+01,2358
Sphaeroforma_arctica,Hyalonema_populiferum,325.761853,180,1.726458e-10,3.428028e-02,1.971535e-02,8.676107e-01,1.604368e+01,1315
Sphaeroforma_arctica,Aphrocallistes_vastus,330.867487,185,2.442424e-10,2.177564e-02,1.174559e-02,5.835583e-01,1.321343e+01,2329
Sphaeroforma_arctica,Rossella_fibulata,247.833542,184,1.184559e-03,2.000058e-02,1.151099e-02,4.962010e-01,1.358766e+01,1683
Sphaeroforma_arctica,Sympagella_nux,321.564534,185,1.947847e-09,2.196261e-02,1.217831e-02,5.694717e-01,1.290078e+01,2275
Sphaeroforma_arctica,Chondrilla_nucula,203.266592,175,7.055780e-02,1.047324e-02,8.239718e-03,2.837820e-01,1.337448e+01,1536
Sphaeroforma_arctica,Ircinia_fasciculata,195.309161,170,8.922089e-02,1.500079e-02,1.243154e-02,3.768093e-01,1.824952e+01,782
Sphaeroforma_arctica,Petrosia_ficiformis,252.269260,180,3.051057e-04,1.766337e-02,1.094870e-02,4.608573e-01,1.419714e+01,1601
Sphaeroforma_arctica,Amphimedon_queenslandica,279.678158,185,8.465026e-06,1.707306e-02,1.044416e-02,4.417487e-01,1.196106e+01,2241
Sphaeroforma_arctica,Ephydatia_muelleri,223.690295,187,3.441049e-02,1.227616e-02,7.733840e-03,3.800861e-01,1.253361e+01,2245
Sphaeroforma_arctica,Spongilla_alba,162.678329,169,6.224230e-01,1.403062e-02,1.020228e-02,3.754482e-01,1.306493e+01,998
Sphaeroforma_arctica,Pseudospongosorites_suberitoides,182.211220,161,1.208852e-01,1.698522e-02,1.357136e-02,4.383132e-01,1.679964e+01,742
Sphaeroforma_arctica,Tethya_wilhelma,177.567060,158,1.366576e-01,1.425989e-02,1.233031e-02,3.999594e-01,1.838504e+01,646
Sphaeroforma_arctica,Latrunculia_apicalis,256.266894,186,4.861838e-04,1.333712e-02,8.829650e-03,3.731575e-01,1.272643e+01,2205
Sphaeroforma_arctica,Kirkpatrickia_variolosa,260.624053,186,2.504118e-04,1.367594e-02,9.865198e-03,3.692257e-01,1.125709e+01,2197
Sphaeroforma_arctica,Crella_elegans,217.657963,175,1.568151e-02,1.579743e-02,1.192847e-02,4.165808e-01,1.894538e+01,814
Sphaeroforma_arctica,Trichoplax_adhaerens,345.840095,186,1.029918e-11,1.831758e-02,1.343158e-02,5.055462e-01,1.296425e+01,2453
Sphaeroforma_arctica,Strongylocentrotus_purpuratus,214.162090,183,5.716588e-02,1.155049e-02,9.219090e-03,2.552966e-01,1.200128e+01,2095
Sphaeroforma_arctica,Saccoglossus_kowalevskii,195.137250,176,1.537548e-01,1.530480e-02,1.053024e-02,3.776168e-01,1.419163e+01,1181
Sphaeroforma_arctica,Petromyzon_marinus,226.658933,176,5.999605e-03,2.015648e-02,1.266467e-02,5.664413e-01,1.437573e+01,1223
Sphaeroforma_arctica,Danio_rerio,265.647743,184,7.670521e-05,1.333520e-02,9.129878e-03,3.696638e-01,1.194131e+01,2317
Sphaeroforma_arctica,Homo_sapiens,285.459197,188,5.797366e-06,1.415708e-02,9.648515e-03,3.872605e-01,1.239529e+01,2380
Sphaeroforma_arctica,Lottia_gigantea,306.857854,188,9.711994e-08,2.030016e-02,1.394699e-02,4.743727e-01,1.151041e+01,2514
Sphaeroforma_arctica,Capitella_teleta,272.268808,186,3.794570e-05,1.274498e-02,9.176085e-03,3.111129e-01,1.257615e+01,2442
Sphaeroforma_arctica,Tubulanus_polymorphus,271.195870,185,3.710642e-05,1.689787e-02,1.247432e-02,3.918760e-01,1.144271e+01,2494
Sphaeroforma_arctica,Hemithiris_psittacea,241.723719,186,3.722512e-03,1.376357e-02,1.041346e-02,3.592792e-01,1.333422e+01,2235
Sphaeroforma_arctica,Priapulus_caudatus,199.058736,173,8.509300e-02,1.121267e-02,1.022131e-02,3.102480e-01,1.448680e+01,1211
Sphaeroforma_arctica,Lithobius_forficatus,255.765886,184,3.679143e-04,1.504407e-02,1.094610e-02,3.874094e-01,1.105301e+01,2200
Sphaeroforma_arctica,Drosophila_melanogaster,259.590693,187,3.515686e-04,1.259694e-02,9.174487e-03,3.756095e-01,1.226299e+01,2562
Sphaeroforma_arctica,Daphnia_pulex,247.998350,186,1.601329e-03,1.322017e-02,1.048379e-02,3.333349e-01,1.175493e+01,2437
Sphaeroforma_arctica,Eunicella_verrucosa,256.808496,184,3.136065e-04,1.353344e-02,8.513174e-03,3.668559e-01,1.283168e+01,2157
Sphaeroforma_arctica,Acropora_digitifera,243.065754,182,1.674123e-03,1.350401e-02,1.072451e-02,3.909533e-01,1.312978e+01,1883
Sphaeroforma_arctica,Platygyra_carnosa,250.051411,189,1.940436e-03,1.041345e-02,9.319816e-03,3.283694e-01,1.325166e+01,1973
Sphaeroforma_arctica,Nematostella_vectensis,256.517400,183,2.733776e-04,1.199308e-02,9.163731e-03,3.377132e-01,1.256142e+01,2220
Sphaeroforma_arctica,Bolocera_tuediae,172.818734,164,3.032317e-01,1.175630e-02,1.105886e-02,3.243178e-01,1.728117e+01,759
Sphaeroforma_arctica,Aiptasia_pallida,261.964273,183,1.151847e-04,1.668826e-02,1.244614e-02,4.165938e-01,1.505432e+01,1643
Sphaeroforma_arctica,Hormathia_digitata,190.916653,166,9.001705e-02,1.428972e-02,1.032150e-02,3.683548e-01,1.593817e+01,961
Sphaeroforma_arctica,Aurelia_aurita,188.149531,171,1.752028e-01,1.413053e-02,1.036577e-02,3.474043e-01,1.480948e+01,1202
Sphaeroforma_arctica,Periphylla_periphylla,216.737929,173,1.343967e-02,1.583248e-02,1.281701e-02,3.667520e-01,1.575479e+01,1103
Sphaeroforma_arctica,Hydra_viridissima,236.992187,174,1.059437e-03,2.216432e-02,1.477392e-02,5.402540e-01,1.740735e+01,1084
Sphaeroforma_arctica,Hydra_vulgaris,350.796098,185,2.272462e-12,2.147951e-02,1.363839e-02,5.429578e-01,1.252529e+01,2336
Sphaeroforma_arctica,Hydra_oligactis,205.901817,166,1.915741e-02,2.263866e-02,1.390010e-02,6.075387e-01,1.587147e+01,929
Sphaeroforma_arctica,Physalia_physalis,306.465557,182,2.172424e-08,1.919687e-02,1.327632e-02,4.637914e-01,1.330267e+01,2001
Sphaeroforma_arctica,Nanomia_bijuga,296.713077,181,1.254724e-07,1.838689e-02,1.186822e-02,4.858806e-01,1.235622e+01,2104
Sphaeroforma_arctica,Agalma_elegans,258.919477,180,1.055556e-04,1.761358e-02,1.247377e-02,4.744574e-01,1.336954e+01,1839
Sphaeroforma_arctica,Abylopsis_tetragona,235.627232,184,6.068720e-03,1.246774e-02,9.944563e-03,3.484695e-01,1.215271e+01,2160
Sphaeroforma_arctica,Craseoa_lathetica,258.065731,181,1.471340e-04,1.903789e-02,1.332975e-02,4.897904e-01,1.364475e+01,1589
Amoebidium_parasiticum,Salpingoeca_rosetta,233.847558,188,1.289466e-02,9.267822e-03,6.854598e-03,2.862594e-01,8.347254e+00,4161
Amoebidium_parasiticum,Monosiga_ovata,186.584509,173,2.273374e-01,1.425440e-02,1.003226e-02,3.376474e-01,1.368067e+01,1231
Amoebidium_parasiticum,Euplokamis_dunlapae,255.397671,181,2.250051e-04,1.746773e-02,9.973434e-03,4.854679e-01,1.184146e+01,2037
Amoebidium_parasiticum,Vallicula_sp,272.357457,185,3.045404e-05,1.710120e-02,9.979362e-03,4.115836e-01,1.288708e+01,2187
Amoebidium_parasiticum,Coeloplana_astericola,298.259260,185,2.538918e-07,1.975318e-02,1.164320e-02,5.047720e-01,1.311607e+01,2024
Amoebidium_parasiticum,Pleurobrachia_bachei,220.013603,189,6.065819e-02,1.755856e-02,9.101135e-03,4.725551e-01,1.018053e+01,2465
Amoebidium_parasiticum,Pleurobrachia_atlantica,283.725197,187,6.353471e-06,1.670279e-02,8.893628e-03,4.130065e-01,1.113189e+01,3078
Amoebidium_parasiticum,Dryodora_glandiformis,285.850774,185,2.747743e-06,1.723453e-02,1.007623e-02,4.278286e-01,1.142686e+01,2666
Amoebidium_parasiticum,Bolinopsis_infundibulum,247.609602,184,1.222847e-03,1.769629e-02,1.069356e-02,4.594732e-01,1.246019e+01,1922
Amoebidium_parasiticum,Mertensiidae_sp,287.720115,185,1.938763e-06,2.133955e-02,1.180001e-02,5.133195e-01,1.257704e+01,2167
Amoebidium_parasiticum,Mnemiopsis_leidyi,274.818059,186,2.457742e-05,1.695605e-02,9.325492e-03,4.326958e-01,1.234447e+01,2505
Amoebidium_parasiticum,Beroe_abyssicola,353.243425,187,2.421428e-12,2.029434e-02,1.092302e-02,5.134220e-01,1.101345e+01,3362
Amoebidium_parasiticum,Sycon_coactum,239.281193,185,4.407064e-03,1.054553e-02,6.143690e-03,3.230344e-01,1.084414e+01,3133
Amoebidium_parasiticum,Sycon_ciliatum,249.509606,188,1.786026e-03,1.092863e-02,6.097935e-03,3.261697e-01,9.430268e+00,4001
Amoebidium_parasiticum,Corticium_candelabrum,234.636003,183,5.963075e-03,1.300988e-02,7.986558e-03,3.301306e-01,1.225400e+01,1980
Amoebidium_parasiticum,Oscarella_carmela,265.941692,186,1.079365e-04,1.264340e-02,6.826467e-03,3.355820e-01,9.515961e+00,3950
Amoebidium_parasiticum,Hyalonema_populiferum,447.727221,182,2.113712e-24,3.398261e-02,1.806313e-02,8.198953e-01,1.708803e+01,1704
Amoebidium_parasiticum,Aphrocallistes_vastus,393.746807,188,1.172727e-16,2.206870e-02,1.056235e-02,5.269632e-01,9.953433e+00,3967
Amoebidium_parasiticum,Rossella_fibulata,349.470738,185,3.130347e-12,2.107290e-02,1.047772e-02,4.946758e-01,1.075984e+01,3269
Amoebidium_parasiticum,Sympagella_nux,397.095253,186,2.226275e-17,2.255162e-02,1.077831e-02,5.304461e-01,1.051736e+01,3734
Amoebidium_parasiticum,Chondrilla_nucula,242.555209,182,1.797400e-03,1.428726e-02,7.649735e-03,3.240110e-01,1.138028e+01,2414
Amoebidium_parasiticum,Ircinia_fasciculata,202.688400,173,6.077546e-02,1.506910e-02,1.150240e-02,3.608138e-01,1.499739e+01,1128
Amoebidium_parasiticum,Petrosia_ficiformis,320.824703,183,1.288659e-09,2.026338e-02,1.174208e-02,4.848347e-01,1.162968e+01,2325
Amoebidium_parasiticum,Amphimedon_queenslandica,364.936318,186,9.762649e-14,1.947871e-02,9.818133e-03,4.490106e-01,9.350119e+00,3608
Amoebidium_parasiticum,Ephydatia_muelleri,262.290619,185,1.601095e-04,1.150593e-02,6.591300e-03,3.235381e-01,9.995274e+00,3739
Amoebidium_parasiticum,Spongilla_alba,189.820250,180,2.934142e-01,1.221049e-02,8.290466e-03,3.013779e-01,1.394733e+01,1477
Amoebidium_parasiticum,Pseudospongosorites_suberitoides,187.417051,172,1.995269e-01,1.323567e-02,8.607421e-03,3.377755e-01,1.480625e+01,1089
Amoebidium_parasiticum,Tethya_wilhelma,168.857028,165,4.023269e-01,1.164769e-02,9.825735e-03,3.330118e-01,1.782395e+01,769
Amoebidium_parasiticum,Latrunculia_apicalis,320.051276,189,8.259025e-09,1.588253e-02,8.019955e-03,3.803421e-01,1.114518e+01,3500
Amoebidium_parasiticum,Kirkpatrickia_variolosa,336.873972,186,8.373859e-11,1.634944e-02,8.333648e-03,3.977793e-01,1.097501e+01,3458
Amoebidium_parasiticum,Crella_elegans,198.022127,179,1.570306e-01,1.508599e-02,8.744296e-03,3.764207e-01,1.522728e+01,1297
Amoebidium_parasiticum,Trichoplax_adhaerens,479.359387,187,1.431761e-27,2.259079e-02,1.283303e-02,5.633146e-01,1.114060e+01,4076
Amoebidium_parasiticum,Strongylocentrotus_purpuratus,303.520776,187,1.472175e-07,1.430950e-02,8.486230e-03,3.341480e-01,1.019323e+01,3276
Amoebidium_parasiticum,Saccoglossus_kowalevskii,225.465270,175,6.045508e-03,1.593467e-02,1.019636e-02,3.763979e-01,1.159680e+01,1596
Amoebidium_parasiticum,Petromyzon_marinus,208.323307,182,8.805163e-02,8.886778e-03,7.427972e-03,2.984652e-01,1.178017e+01,2047
Amoebidium_parasiticum,Danio_rerio,342.309145,186,2.368010e-11,1.398338e-02,7.381462e-03,3.462842e-01,1.045036e+01,3888
Amoebidium_parasiticum,Homo_sapiens,320.485539,187,4.333199e-09,1.181072e-02,6.621020e-03,3.011666e-01,1.086647e+01,3982
Amoebidium_parasiticum,Lottia_gigantea,486.426613,188,2.599600e-28,2.280219e-02,1.307699e-02,5.357394e-01,1.083089e+01,3926
Amoebidium_parasiticum,Capitella_teleta,304.666367,186,9.058119e-08,1.494373e-02,8.242194e-03,3.634556e-01,8.345495e+00,4122
Amoebidium_parasiticum,Tubulanus_polymorphus,436.101339,183,1.049328e-22,2.057406e-02,1.207931e-02,4.806401e-01,1.146546e+01,3861
Amoebidium_parasiticum,Hemithiris_psittacea,285.493953,184,2.332470e-06,1.539582e-02,9.103243e-03,3.621079e-01,9.876352e+00,3277
Amoebidium_parasiticum,Priapulus_caudatus,177.849031,178,4.890936e-01,1.152577e-02,7.577312e-03,2.701035e-01,1.176076e+01,1799
Amoebidium_parasiticum,Lithobius_forficatus,362.193580,184,9.730214e-14,1.591146e-02,9.216336e-03,3.965376e-01,1.187343e+01,3310
Amoebidium_parasiticum,Drosophila_melanogaster,306.899935,186,5.746744e-08,1.319575e-02,8.062114e-03,3.513942e-01,1.010691e+01,4409
Amoebidium_parasiticum,Daphnia_pulex,296.582526,190,1.175683e-06,1.377058e-02,8.279985e-03,3.358558e-01,9.325466e+00,4071
Amoebidium_parasiticum,Eunicella_verrucosa,333.982649,184,8.835834e-11,1.622817e-02,8.482129e-03,3.836101e-01,1.096599e+01,3525
Amoebidium_parasiticum,Acropora_digitifera,230.240931,184,1.166801e-02,1.309899e-02,7.616162e-03,3.346438e-01,9.742823e+00,2897
Amoebidium_parasiticum,Platygyra_carnosa,225.543114,188,3.184742e-02,8.179254e-03,6.252861e-03,2.414274e-01,1.105896e+01,2942
Amoebidium_parasiticum,Nematostella_vectensis,336.003846,186,1.022871e-10,1.523166e-02,8.498184e-03,3.661168e-01,1.040257e+01,3727
Amoebidium_parasiticum,Bolocera_tuediae,197.405367,175,1.179508e-01,1.573740e-02,1.090206e-02,3.923864e-01,1.536122e+01,1096
Amoebidium_parasiticum,Aiptasia_pallida,293.813473,180,1.745863e-07,1.690278e-02,1.048690e-02,4.054620e-01,1.138911e+01,2425
Amoebidium_parasiticum,Hormathia_digitata,231.144376,172,1.762848e-03,1.653967e-02,9.033283e-03,3.864374e-01,1.514696e+01,1318
Amoebidium_parasiticum,Aurelia_aurita,239.178322,172,5.372884e-04,1.806246e-02,1.180905e-02,4.391077e-01,1.351085e+01,1574
Amoebidium_parasiticum,Periphylla_periphylla,242.127640,176,6.997325e-04,1.615501e-02,1.088341e-02,3.752537e-01,1.320524e+01,1702
Amoebidium_parasiticum,Hydra_viridissima,311.507131,183,9.798135e-09,2.167764e-02,1.278553e-02,5.333613e-01,1.335541e+01,1893
Amoebidium_parasiticum,Hydra_vulgaris,541.201184,186,2.179471e-36,2.477473e-02,1.361081e-02,6.023937e-01,1.136736e+01,3737
Amoebidium_parasiticum,Hydra_oligactis,294.015197,176,5.883543e-08,2.577279e-02,1.425688e-02,6.275683e-01,1.437493e+01,1534
Amoebidium_parasiticum,Physalia_physalis,416.773442,186,9.776602e-20,2.369884e-02,1.321914e-02,5.551460e-01,1.191688e+01,2864
Amoebidium_parasiticum,Nanomia_bijuga,390.863234,185,8.120447e-17,2.219251e-02,1.217364e-02,5.538659e-01,1.172957e+01,2870
Amoebidium_parasiticum,Agalma_elegans,356.498757,186,7.893296e-13,1.959475e-02,1.136260e-02,4.917351e-01,1.026990e+01,3274
Amoebidium_parasiticum,Abylopsis_tetragona,355.396314,189,2.765274e-12,1.670016e-02,1.025304e-02,4.437160e-01,1.085450e+01,3550
Amoebidium_parasiticum,Craseoa_lathetica,318.765283,184,2.702574e-09,2.135662e-02,1.248465e-02,5.164160e-01,1.195040e+01,2384
Salpingoeca_rosetta,Monosiga_ovata,192.449836,175,1.739230e-01,1.005051e-02,9.930661e-03,2.518148e-01,1.387235e+01,1313
Salpingoeca_rosetta,Euplokamis_dunlapae,299.315566,182,9.567816e-08,2.008096e-02,1.323066e-02,5.177511e-01,1.104556e+01,2276
Salpingoeca_rosetta,Vallicula_sp,329.123191,184,2.688734e-10,2.192841e-02,1.221938e-02,5.180962e-01,1.332434e+01,2208
Salpingoeca_rosetta,Coeloplana_astericola,384.995988,185,3.874999e-16,2.758785e-02,1.368172e-02,6.961430e-01,1.276800e+01,2309
Salpingoeca_rosetta,Pleurobrachia_bachei,308.590132,190,1.140251e-07,2.159490e-02,1.227080e-02,5.405681e-01,1.143549e+01,2323
Salpingoeca_rosetta,Pleurobrachia_atlantica,363.551450,190,5.332420e-13,2.086695e-02,1.046862e-02,5.098473e-01,1.056440e+01,3353
Salpingoeca_rosetta,Dryodora_glandiformis,291.948369,187,1.395705e-06,1.984634e-02,1.036786e-02,4.945115e-01,1.179294e+01,2580
Salpingoeca_rosetta,Bolinopsis_infundibulum,249.076198,185,1.170439e-03,2.098125e-02,1.200304e-02,5.298913e-01,1.244725e+01,1760
Salpingoeca_rosetta,Mertensiidae_sp,349.869178,184,2.047367e-12,2.476421e-02,1.450481e-02,5.975942e-01,1.357981e+01,2081
Salpingoeca_rosetta,Mnemiopsis_leidyi,313.456821,188,2.516754e-08,1.992545e-02,1.084333e-02,4.998259e-01,1.174454e+01,2503
Salpingoeca_rosetta,Beroe_abyssicola,400.771804,189,2.620456e-17,2.319874e-02,1.135661e-02,5.481768e-01,1.091928e+01,3558
Salpingoeca_rosetta,Sycon_coactum,259.294865,185,2.562599e-04,1.147062e-02,7.384514e-03,3.444339e-01,9.883381e+00,3376
Salpingoeca_rosetta,Sycon_ciliatum,247.671837,186,1.675400e-03,1.135063e-02,6.810461e-03,3.067870e-01,8.734316e+00,4278
Salpingoeca_rosetta,Corticium_candelabrum,229.166927,183,1.160711e-02,1.255382e-02,8.433782e-03,3.053482e-01,1.143531e+01,2296
Salpingoeca_rosetta,Oscarella_carmela,313.099839,188,2.710250e-08,1.546954e-02,8.017893e-03,3.968524e-01,1.050312e+01,4337
Salpingoeca_rosetta,Hyalonema_populiferum,432.238539,182,2.101827e-22,3.539943e-02,1.823232e-02,8.979161e-01,1.466514e+01,1975
Salpingoeca_rosetta,Aphrocallistes_vastus,477.785538,189,5.980262e-27,2.545593e-02,1.206296e-02,6.187558e-01,1.064636e+01,4200
Salpingoeca_rosetta,Rossella_fibulata,366.165575,186,7.170963e-14,2.418272e-02,1.194151e-02,6.037668e-01,1.106534e+01,3211
Salpingoeca_rosetta,Sympagella_nux,472.201027,189,3.274963e-26,2.667809e-02,1.242394e-02,6.506869e-01,1.057669e+01,4030
Salpingoeca_rosetta,Chondrilla_nucula,320.465960,187,4.351509e-09,1.815529e-02,9.986836e-03,4.229057e-01,1.261685e+01,2659
Salpingoeca_rosetta,Ircinia_fasciculata,219.402696,178,1.881714e-02,1.898779e-02,1.094678e-02,4.296077e-01,1.536028e+01,1228
Salpingoeca_rosetta,Petrosia_ficiformis,339.174640,184,2.636236e-11,2.438172e-02,1.270441e-02,5.665664e-01,1.098198e+01,2600
Salpingoeca_rosetta,Amphimedon_queenslandica,412.318994,187,5.093856e-19,2.158700e-02,1.116920e-02,5.142649e-01,9.848371e+00,4055
Salpingoeca_rosetta,Ephydatia_muelleri,343.620965,187,2.382407e-11,1.631113e-02,8.880289e-03,4.075097e-01,9.666307e+00,4328
Salpingoeca_rosetta,Spongilla_alba,228.607124,184,1.410718e-02,1.527168e-02,1.088769e-02,4.215422e-01,1.423709e+01,1551
Salpingoeca_rosetta,Pseudospongosorites_suberitoides,246.609484,174,2.431699e-04,1.743802e-02,1.130174e-02,4.108815e-01,1.588785e+01,1210
Salpingoeca_rosetta,Tethya_wilhelma,196.630908,162,3.301783e-02,1.674943e-02,1.194514e-02,5.045890e-01,1.816769e+01,835
Salpingoeca_rosetta,Latrunculia_apicalis,351.212554,186,2.850769e-12,1.861831e-02,9.608293e-03,4.388483e-01,1.047699e+01,3900
Salpingoeca_rosetta,Kirkpatrickia_variolosa,375.337197,186,6.954553e-15,2.000217e-02,1.030481e-02,4.698131e-01,1.116196e+01,3800
Salpingoeca_rosetta,Crella_elegans,210.553471,180,5.915003e-02,1.945722e-02,1.073732e-02,4.828357e-01,1.286642e+01,1520
Salpingoeca_rosetta,Trichoplax_adhaerens,554.759735,190,2.121547e-37,2.701794e-02,1.405946e-02,6.754952e-01,1.090711e+01,4447
Salpingoeca_rosetta,Strongylocentrotus_purpuratus,350.859483,186,3.103865e-12,1.965400e-02,1.036109e-02,4.642719e-01,1.019895e+01,3734
Salpingoeca_rosetta,Saccoglossus_kowalevskii,255.555606,177,1.017351e-04,1.942799e-02,1.252232e-02,4.788855e-01,1.321998e+01,1608
Salpingoeca_rosetta,Petromyzon_marinus,207.269158,182,9.641337e-02,1.065896e-02,7.866798e-03,2.759957e-01,1.139420e+01,2153
