Program,Homo
Version,1.3
Input file,Dataset16_tree_order.aln
Data,Amino acids
Sequences,70


Seq. 1.,Seq. 2.,Chi-square,df,p,d_EMS,d_EFS,d_AMS,d_AFS,Sites
Sycon_ciliatum,Priapulus_caudatus,197.039231,178,1.561930e-01,9.002931e-03,7.794081e-03,2.642955e-01,1.317204e+01,1542
Sycon_ciliatum,Lithobius_forficatus,313.639834,184,8.186381e-09,1.309445e-02,7.942694e-03,3.375750e-01,1.109950e+01,3167
Sycon_ciliatum,Drosophila_melanogaster,256.300212,186,4.837674e-04,1.211081e-02,7.495285e-03,3.494224e-01,7.706267e+00,4198
Sycon_ciliatum,Daphnia_pulex,237.026074,186,6.753892e-03,1.107841e-02,7.217347e-03,2.895749e-01,8.980321e+00,3886
Sycon_ciliatum,Eunicella_verrucosa,307.456052,182,1.762503e-08,1.392269e-02,7.807022e-03,3.383777e-01,9.929924e+00,3301
Sycon_ciliatum,Acropora_digitifera,233.190965,180,4.644649e-03,1.003342e-02,6.607834e-03,2.603804e-01,9.902181e+00,2780
Sycon_ciliatum,Platygyra_carnosa,201.103138,186,2.126782e-01,7.349372e-03,6.148662e-03,2.099953e-01,1.055859e+01,2823
Sycon_ciliatum,Nematostella_vectensis,266.138297,183,5.795967e-05,1.188910e-02,7.994805e-03,2.949162e-01,9.285542e+00,3501
Sycon_ciliatum,Bolocera_tuediae,222.959156,160,7.423723e-04,1.599510e-02,1.247441e-02,4.037620e-01,1.539254e+01,893
Sycon_ciliatum,Aiptasia_pallida,263.941350,181,5.598630e-05,1.427375e-02,9.260451e-03,3.713186e-01,1.177427e+01,2263
Sycon_ciliatum,Hormathia_digitata,210.443155,167,1.276516e-02,1.568625e-02,9.596039e-03,3.962662e-01,1.316134e+01,1239
Sycon_ciliatum,Aurelia_aurita,254.117102,171,3.805383e-05,1.645169e-02,1.103570e-02,4.380587e-01,1.371965e+01,1555
Sycon_ciliatum,Periphylla_periphylla,245.335605,174,2.975989e-04,1.634795e-02,1.092138e-02,3.728345e-01,1.381164e+01,1474
Sycon_ciliatum,Hydra_viridissima,315.900680,176,4.909585e-10,1.897979e-02,1.177250e-02,4.824225e-01,1.465160e+01,1749
Sycon_ciliatum,Hydra_vulgaris,482.947207,184,1.104617e-28,2.129022e-02,1.189612e-02,5.190309e-01,1.085581e+01,3586
Sycon_ciliatum,Hydra_oligactis,301.853859,174,6.324442e-09,2.082342e-02,1.225671e-02,5.419556e-01,1.546421e+01,1423
Sycon_ciliatum,Physalia_physalis,391.257923,183,3.384914e-17,2.091444e-02,1.303303e-02,5.003078e-01,1.126898e+01,2837
Sycon_ciliatum,Nanomia_bijuga,352.284745,181,4.131889e-13,1.965590e-02,1.145266e-02,4.950883e-01,1.082574e+01,2713
Sycon_ciliatum,Agalma_elegans,380.718908,182,3.908343e-16,1.818077e-02,1.111930e-02,4.674566e-01,1.170943e+01,2979
Sycon_ciliatum,Abylopsis_tetragona,311.044836,185,1.865306e-08,1.412673e-02,9.116560e-03,3.539957e-01,9.313638e+00,3376
Sycon_ciliatum,Craseoa_lathetica,297.179865,180,8.798404e-08,1.818809e-02,1.084360e-02,4.531508e-01,1.231548e+01,2233
Corticium_candelabrum,Oscarella_carmela,206.427215,174,4.687643e-02,6.813553e-03,5.779072e-03,2.200295e-01,1.540940e+01,1448
Corticium_candelabrum,Hyalonema_populiferum,306.004159,174,2.526794e-09,3.129570e-02,1.907091e-02,7.811954e-01,1.837888e+01,1062
Corticium_candelabrum,Aphrocallistes_vastus,258.783246,183,1.916680e-04,1.508237e-02,9.610070e-03,3.588934e-01,1.326295e+01,1967
Corticium_candelabrum,Rossella_fibulata,235.605291,179,2.902804e-03,1.530966e-02,1.029315e-02,3.397873e-01,1.362156e+01,1582
Corticium_candelabrum,Sympagella_nux,251.836976,182,4.676585e-04,1.457805e-02,9.732479e-03,3.347849e-01,1.352830e+01,1890
Corticium_candelabrum,Chondrilla_nucula,199.889615,173,7.893976e-02,1.145596e-02,9.193284e-03,2.761503e-01,1.468472e+01,1192
Corticium_candelabrum,Ircinia_fasciculata,147.075985,154,6.414968e-01,9.829573e-03,8.630289e-03,2.707793e-01,1.573037e+01,658
Corticium_candelabrum,Petrosia_ficiformis,203.054313,164,2.058465e-02,1.276054e-02,8.924452e-03,3.279915e-01,1.531393e+01,1142
Corticium_candelabrum,Amphimedon_queenslandica,251.790469,182,4.709572e-04,1.285358e-02,8.797715e-03,3.368065e-01,1.308647e+01,1895
Corticium_candelabrum,Ephydatia_muelleri,170.173758,179,6.696642e-01,9.602102e-03,6.785856e-03,2.378889e-01,1.276852e+01,1706
Corticium_candelabrum,Spongilla_alba,177.957303,163,2.001727e-01,1.174583e-02,1.101632e-02,3.358716e-01,1.846589e+01,717
Corticium_candelabrum,Pseudospongosorites_suberitoides,177.783190,165,2.349085e-01,1.000923e-02,1.013208e-02,2.631202e-01,1.862042e+01,695
Corticium_candelabrum,Tethya_wilhelma,144.045361,148,5.765557e-01,1.121189e-02,1.184346e-02,3.731505e-01,1.987802e+01,449
Corticium_candelabrum,Latrunculia_apicalis,181.773653,183,5.117153e-01,9.333317e-03,6.688641e-03,2.425401e-01,1.189856e+01,1770
Corticium_candelabrum,Kirkpatrickia_variolosa,172.627772,177,5.787931e-01,8.343973e-03,6.384186e-03,2.258069e-01,1.174437e+01,1678
Corticium_candelabrum,Crella_elegans,203.411940,168,3.240967e-02,7.927651e-03,9.874559e-03,1.826110e-01,1.781835e+01,866
Corticium_candelabrum,Trichoplax_adhaerens,303.465568,180,2.377832e-08,1.688685e-02,1.145380e-02,4.434334e-01,1.319591e+01,1933
Corticium_candelabrum,Strongylocentrotus_purpuratus,240.050745,183,2.955422e-03,1.208258e-02,8.943519e-03,3.532198e-01,1.442803e+01,1618
Corticium_candelabrum,Saccoglossus_kowalevskii,202.176722,168,3.696682e-02,1.495346e-02,1.039187e-02,3.897141e-01,1.773671e+01,838
Corticium_candelabrum,Petromyzon_marinus,167.616604,167,4.720271e-01,1.131649e-02,1.053070e-02,3.164690e-01,1.597601e+01,802
Corticium_candelabrum,Danio_rerio,217.862752,176,1.741311e-02,9.201498e-03,7.176821e-03,2.482750e-01,1.325887e+01,1740
Corticium_candelabrum,Homo_sapiens,247.638479,179,5.182080e-04,1.127979e-02,7.596622e-03,2.895795e-01,1.369936e+01,1835
Corticium_candelabrum,Lottia_gigantea,327.078792,181,1.730751e-10,1.996926e-02,1.257773e-02,4.900969e-01,1.454024e+01,1931
Corticium_candelabrum,Capitella_teleta,243.638573,180,1.111614e-03,1.247611e-02,8.592539e-03,3.442202e-01,1.186284e+01,1925
Corticium_candelabrum,Tubulanus_polymorphus,309.445279,181,8.756979e-09,1.598379e-02,1.104253e-02,4.142162e-01,1.462429e+01,1894
Corticium_candelabrum,Hemithiris_psittacea,255.397812,174,5.705648e-05,1.461757e-02,1.063171e-02,3.874407e-01,1.323038e+01,1725
Corticium_candelabrum,Priapulus_caudatus,173.531009,173,4.743422e-01,1.013079e-02,7.361643e-03,2.561913e-01,1.475531e+01,1129
Corticium_candelabrum,Lithobius_forficatus,276.951777,182,7.136510e-06,1.366182e-02,8.857972e-03,3.491793e-01,1.615511e+01,1716
Corticium_candelabrum,Drosophila_melanogaster,207.514116,183,1.033426e-01,1.121868e-02,8.634434e-03,2.952710e-01,1.151458e+01,2108
Corticium_candelabrum,Daphnia_pulex,204.820089,183,1.286788e-01,1.022111e-02,8.134501e-03,2.576503e-01,1.154370e+01,1970
Corticium_candelabrum,Eunicella_verrucosa,216.442158,178,2.609301e-02,1.206798e-02,8.204940e-03,3.087756e-01,1.353066e+01,1620
Corticium_candelabrum,Acropora_digitifera,240.109247,177,1.118715e-03,9.912664e-03,7.947433e-03,2.696789e-01,1.606734e+01,1409
Corticium_candelabrum,Platygyra_carnosa,206.323469,182,1.044250e-01,9.778129e-03,7.806499e-03,2.576452e-01,1.453008e+01,1485
Corticium_candelabrum,Nematostella_vectensis,226.276451,182,1.427279e-02,1.196091e-02,7.891758e-03,3.184071e-01,1.425270e+01,1677
Corticium_candelabrum,Bolocera_tuediae,149.880843,148,4.413359e-01,1.649740e-02,1.163320e-02,5.061540e-01,2.105766e+01,398
Corticium_candelabrum,Aiptasia_pallida,231.577261,178,4.260403e-03,1.359836e-02,9.328280e-03,3.858522e-01,1.561478e+01,1304
Corticium_candelabrum,Hormathia_digitata,215.444541,166,5.886868e-03,1.726697e-02,1.018005e-02,4.937813e-01,2.012777e+01,719
Corticium_candelabrum,Aurelia_aurita,228.707606,166,9.052159e-04,1.754170e-02,1.248374e-02,4.921355e-01,1.926826e+01,914
Corticium_candelabrum,Periphylla_periphylla,203.733315,175,6.755953e-02,1.243498e-02,9.459814e-03,3.775837e-01,1.738574e+01,984
Corticium_candelabrum,Hydra_viridissima,228.848824,168,1.255150e-03,1.752779e-02,1.312567e-02,4.689815e-01,1.645963e+01,989
Corticium_candelabrum,Hydra_vulgaris,301.661056,179,2.652792e-08,1.910184e-02,1.208656e-02,5.118161e-01,1.440283e+01,1786
Corticium_candelabrum,Hydra_oligactis,208.952663,168,1.741091e-02,1.967698e-02,1.336238e-02,5.241026e-01,1.755634e+01,800
Corticium_candelabrum,Physalia_physalis,276.629790,183,9.428662e-06,1.936001e-02,1.240286e-02,5.268517e-01,1.400988e+01,1682
Corticium_candelabrum,Nanomia_bijuga,254.549303,175,8.070933e-05,1.835934e-02,1.198303e-02,4.931267e-01,1.431639e+01,1547
Corticium_candelabrum,Agalma_elegans,275.384037,179,4.841676e-06,1.664301e-02,1.098962e-02,4.517923e-01,1.422617e+01,1716
Corticium_candelabrum,Abylopsis_tetragona,238.107602,180,2.415270e-03,1.378335e-02,9.836782e-03,3.641240e-01,1.376230e+01,1723
Corticium_candelabrum,Craseoa_lathetica,224.327701,177,9.248658e-03,1.731320e-02,1.131830e-02,4.471554e-01,1.379663e+01,1424
Oscarella_carmela,Hyalonema_populiferum,295.080463,182,2.250405e-07,2.400724e-02,1.524960e-02,6.025186e-01,1.362008e+01,1605
Oscarella_carmela,Aphrocallistes_vastus,239.456012,187,5.746061e-03,1.188091e-02,6.583790e-03,2.759649e-01,9.332468e+00,3582
Oscarella_carmela,Rossella_fibulata,228.189287,184,1.479948e-02,1.119331e-02,7.154684e-03,2.697950e-01,9.975106e+00,2959
Oscarella_carmela,Sympagella_nux,263.358748,185,1.350303e-04,1.287677e-02,7.093824e-03,2.898689e-01,1.064995e+01,3416
Oscarella_carmela,Chondrilla_nucula,206.750005,180,8.375772e-02,8.922387e-03,6.281847e-03,2.372099e-01,1.185708e+01,2162
Oscarella_carmela,Ircinia_fasciculata,200.689888,167,3.851455e-02,9.538203e-03,7.717593e-03,2.896655e-01,1.739633e+01,1009
Oscarella_carmela,Petrosia_ficiformis,215.537899,179,3.229421e-02,1.178113e-02,7.622000e-03,2.831748e-01,1.168641e+01,2043
Oscarella_carmela,Amphimedon_queenslandica,228.817753,182,1.059443e-02,8.342319e-03,5.736530e-03,2.129910e-01,1.057997e+01,3335
Oscarella_carmela,Ephydatia_muelleri,231.846381,186,1.255654e-02,6.881120e-03,5.087772e-03,1.859398e-01,1.130604e+01,3389
Oscarella_carmela,Spongilla_alba,201.295935,178,1.113153e-01,6.857042e-03,7.306864e-03,2.023114e-01,1.562117e+01,1326
Oscarella_carmela,Pseudospongosorites_suberitoides,169.621686,174,5.796030e-01,7.364955e-03,7.652663e-03,2.173799e-01,1.576881e+01,1020
Oscarella_carmela,Tethya_wilhelma,136.362707,158,8.924578e-01,9.241613e-03,7.441487e-03,3.000954e-01,1.695986e+01,692
Oscarella_carmela,Latrunculia_apicalis,194.193248,186,3.252142e-01,6.021755e-03,4.807420e-03,1.700998e-01,9.579127e+00,3069
Oscarella_carmela,Kirkpatrickia_variolosa,189.630626,186,4.123335e-01,5.939631e-03,3.959312e-03,2.063739e-01,1.048604e+01,3112
Oscarella_carmela,Crella_elegans,173.321391,175,5.216682e-01,6.162833e-03,6.622749e-03,2.473632e-01,1.523573e+01,1221
Oscarella_carmela,Trichoplax_adhaerens,340.264251,185,2.794770e-11,1.333636e-02,9.015466e-03,3.557138e-01,1.006605e+01,3778
Oscarella_carmela,Strongylocentrotus_purpuratus,197.499957,186,2.680302e-01,7.372765e-03,5.509103e-03,2.348898e-01,9.513067e+00,2956
Oscarella_carmela,Saccoglossus_kowalevskii,191.860081,174,1.680434e-01,1.198969e-02,7.420019e-03,2.934705e-01,1.426520e+01,1303
Oscarella_carmela,Petromyzon_marinus,201.882330,179,1.157995e-01,1.124083e-02,7.240562e-03,3.052108e-01,1.287619e+01,1835
Oscarella_carmela,Danio_rerio,215.528609,186,6.799769e-02,5.583292e-03,4.340595e-03,1.967891e-01,1.050687e+01,3388
Oscarella_carmela,Homo_sapiens,250.496987,186,1.127597e-03,7.540504e-03,4.939647e-03,2.074214e-01,1.052343e+01,3497
Oscarella_carmela,Lottia_gigantea,346.013729,183,3.750132e-12,1.506273e-02,9.363757e-03,3.845701e-01,1.010086e+01,3627
Oscarella_carmela,Capitella_teleta,234.303999,181,4.659014e-03,8.823041e-03,5.418654e-03,2.808701e-01,9.775468e+00,3551
Oscarella_carmela,Tubulanus_polymorphus,315.692796,183,3.975751e-09,1.348207e-02,9.737558e-03,3.734272e-01,1.025188e+01,3463
Oscarella_carmela,Hemithiris_psittacea,228.784063,180,8.102754e-03,9.496967e-03,7.064176e-03,2.629349e-01,1.059145e+01,2997
Oscarella_carmela,Priapulus_caudatus,151.791105,173,8.757922e-01,7.638835e-03,6.267353e-03,2.041127e-01,1.224163e+01,1503
Oscarella_carmela,Lithobius_forficatus,240.756018,182,2.302229e-03,8.754131e-03,5.964393e-03,2.484205e-01,1.102187e+01,2939
Oscarella_carmela,Drosophila_melanogaster,225.229447,188,3.288652e-02,8.588045e-03,5.220313e-03,2.456164e-01,9.866570e+00,4108
Oscarella_carmela,Daphnia_pulex,209.714697,186,1.121663e-01,6.594636e-03,5.246428e-03,1.925389e-01,9.892008e+00,3732
Oscarella_carmela,Eunicella_verrucosa,208.141919,181,8.142879e-02,8.479339e-03,5.371039e-03,2.059436e-01,1.006441e+01,3172
Oscarella_carmela,Acropora_digitifera,187.662810,179,3.135674e-01,7.015858e-03,4.762810e-03,2.006319e-01,1.058317e+01,2507
Oscarella_carmela,Platygyra_carnosa,208.453250,188,1.461957e-01,7.201668e-03,5.255630e-03,2.383518e-01,1.132946e+01,2783
Oscarella_carmela,Nematostella_vectensis,182.594425,183,4.945557e-01,7.175317e-03,5.636868e-03,2.200441e-01,8.422904e+00,3283
Oscarella_carmela,Bolocera_tuediae,178.149697,159,1.421789e-01,1.031859e-02,9.044826e-03,2.755091e-01,1.585061e+01,922
Oscarella_carmela,Aiptasia_pallida,221.249093,178,1.524053e-02,1.008873e-02,7.352073e-03,2.574523e-01,1.258251e+01,2171
Oscarella_carmela,Hormathia_digitata,186.088862,161,8.562673e-02,1.081461e-02,8.486748e-03,2.685435e-01,1.425683e+01,1186
Oscarella_carmela,Aurelia_aurita,215.384728,170,1.053971e-02,1.253149e-02,1.065595e-02,3.262262e-01,1.332199e+01,1434
Oscarella_carmela,Periphylla_periphylla,213.903114,175,2.397947e-02,1.078976e-02,8.579865e-03,2.673345e-01,1.414277e+01,1440
Oscarella_carmela,Hydra_viridissima,218.154360,174,1.297352e-02,1.230269e-02,9.308766e-03,3.162873e-01,1.309225e+01,1639
Oscarella_carmela,Hydra_vulgaris,323.553673,181,3.872198e-10,1.476213e-02,8.974815e-03,3.843939e-01,1.009153e+01,3224
Oscarella_carmela,Hydra_oligactis,213.448257,171,1.522143e-02,1.431133e-02,1.017023e-02,3.617762e-01,1.450358e+01,1328
Oscarella_carmela,Physalia_physalis,281.690878,183,3.757332e-06,1.427259e-02,9.562770e-03,3.484363e-01,1.154445e+01,2656
Oscarella_carmela,Nanomia_bijuga,261.668219,179,5.474082e-05,1.272792e-02,8.316910e-03,3.439873e-01,1.068888e+01,2600
Oscarella_carmela,Agalma_elegans,275.651894,184,1.393243e-05,1.122384e-02,7.686176e-03,3.028962e-01,1.172500e+01,2798
Oscarella_carmela,Abylopsis_tetragona,255.600675,185,4.506851e-04,9.690555e-03,6.824903e-03,2.770561e-01,1.031987e+01,3132
Oscarella_carmela,Craseoa_lathetica,256.200750,176,7.484604e-05,1.348142e-02,9.482650e-03,3.379459e-01,1.244934e+01,2161
Hyalonema_populiferum,Aphrocallistes_vastus,252.679148,174,9.027262e-05,1.478239e-02,9.157837e-03,3.862974e-01,1.749944e+01,1229
Hyalonema_populiferum,Rossella_fibulata,232.845045,166,4.791883e-04,1.786048e-02,1.167302e-02,4.435624e-01,1.561935e+01,946
Hyalonema_populiferum,Sympagella_nux,232.963576,171,1.145822e-03,1.326755e-02,8.727581e-03,3.575671e-01,1.612250e+01,1192
Hyalonema_populiferum,Chondrilla_nucula,269.176778,173,3.863545e-06,2.625244e-02,1.676621e-02,6.586045e-01,1.594595e+01,1082
Hyalonema_populiferum,Ircinia_fasciculata,226.150749,166,1.325041e-03,2.064017e-02,1.407792e-02,5.546421e-01,1.872932e+01,761
Hyalonema_populiferum,Petrosia_ficiformis,160.082172,162,5.278573e-01,1.413867e-02,1.055123e-02,3.637525e-01,1.503777e+01,880
Hyalonema_populiferum,Amphimedon_queenslandica,286.845084,180,6.960667e-07,1.819839e-02,1.219285e-02,4.863404e-01,1.505132e+01,1574
Hyalonema_populiferum,Ephydatia_muelleri,376.375254,180,5.840162e-16,2.768430e-02,1.650058e-02,6.769058e-01,1.669981e+01,1491
Hyalonema_populiferum,Spongilla_alba,287.200892,167,2.122300e-08,2.561179e-02,1.650345e-02,6.161680e-01,1.873469e+01,906
Hyalonema_populiferum,Pseudospongosorites_suberitoides,208.417518,170,2.385305e-02,2.033860e-02,1.448071e-02,5.650311e-01,1.661679e+01,816
Hyalonema_populiferum,Tethya_wilhelma,248.070633,150,8.271946e-07,2.671049e-02,1.650587e-02,6.863647e-01,2.185316e+01,546
Hyalonema_populiferum,Latrunculia_apicalis,317.402940,178,6.362763e-10,2.238942e-02,1.432491e-02,5.801140e-01,1.471708e+01,1533
Hyalonema_populiferum,Kirkpatrickia_variolosa,305.492158,179,1.174042e-08,2.098260e-02,1.391260e-02,5.331459e-01,1.454723e+01,1473
Hyalonema_populiferum,Crella_elegans,256.705412,171,2.413074e-05,2.452941e-02,1.879348e-02,6.333281e-01,1.921754e+01,786
Hyalonema_populiferum,Trichoplax_adhaerens,219.628939,180,2.346158e-02,1.235443e-02,9.503554e-03,3.234401e-01,1.314174e+01,1650
Hyalonema_populiferum,Strongylocentrotus_purpuratus,311.975866,177,1.604123e-09,2.337423e-02,1.432011e-02,6.313472e-01,1.577019e+01,1431
Hyalonema_populiferum,Saccoglossus_kowalevskii,229.929417,171,1.777347e-03,2.097676e-02,1.379503e-02,5.634414e-01,1.742785e+01,876
Hyalonema_populiferum,Petromyzon_marinus,242.899239,168,1.388491e-04,3.425665e-02,2.087769e-02,7.718894e-01,1.715092e+01,787
Hyalonema_populiferum,Danio_rerio,351.292552,180,3.757974e-13,2.346828e-02,1.430357e-02,5.920727e-01,1.474638e+01,1668
Hyalonema_populiferum,Homo_sapiens,361.429162,181,4.128590e-14,2.613244e-02,1.560231e-02,6.484317e-01,1.449319e+01,1692
Hyalonema_populiferum,Lottia_gigantea,233.852624,180,4.261942e-03,1.543481e-02,8.855662e-03,4.187612e-01,1.354291e+01,1622
Hyalonema_populiferum,Capitella_teleta,309.015944,179,5.482345e-09,2.237473e-02,1.217452e-02,5.700376e-01,1.362633e+01,1748
Hyalonema_populiferum,Tubulanus_polymorphus,271.150345,180,1.303397e-05,1.878212e-02,1.086391e-02,4.927462e-01,1.379139e+01,1626
Hyalonema_populiferum,Hemithiris_psittacea,283.092276,176,5.422608e-07,2.058727e-02,1.178262e-02,5.250762e-01,1.447667e+01,1555
Hyalonema_populiferum,Priapulus_caudatus,261.578741,175,2.412425e-05,2.406735e-02,1.453069e-02,6.254400e-01,1.522811e+01,1077
Hyalonema_populiferum,Lithobius_forficatus,291.064905,182,4.982082e-07,2.041709e-02,1.141937e-02,5.274401e-01,1.415449e+01,1636
Hyalonema_populiferum,Drosophila_melanogaster,311.389920,182,7.614692e-09,2.270240e-02,1.305202e-02,5.604165e-01,1.360108e+01,1823
Hyalonema_populiferum,Daphnia_pulex,299.343018,181,7.330271e-08,2.083844e-02,1.163971e-02,5.398164e-01,1.487613e+01,1665
Hyalonema_populiferum,Eunicella_verrucosa,319.157208,180,7.762282e-10,2.175349e-02,1.389652e-02,5.590734e-01,1.471510e+01,1603
Hyalonema_populiferum,Acropora_digitifera,362.054519,177,8.330308e-15,2.639708e-02,1.582940e-02,6.399682e-01,1.624333e+01,1480
Hyalonema_populiferum,Platygyra_carnosa,315.467978,180,1.769209e-09,2.648300e-02,1.348344e-02,7.042147e-01,1.453126e+01,1585
Hyalonema_populiferum,Nematostella_vectensis,308.204161,178,4.927506e-09,2.407134e-02,1.418946e-02,5.943080e-01,1.437446e+01,1572
Hyalonema_populiferum,Bolocera_tuediae,231.721634,163,3.256857e-04,1.886893e-02,1.494648e-02,4.415738e-01,2.063798e+01,648
Hyalonema_populiferum,Aiptasia_pallida,241.429134,180,1.523239e-03,2.021536e-02,1.232654e-02,4.927098e-01,1.458262e+01,1365
Hyalonema_populiferum,Hormathia_digitata,189.349493,164,8.537147e-02,1.552604e-02,1.166820e-02,3.554955e-01,1.750909e+01,782
Hyalonema_populiferum,Aurelia_aurita,232.284221,169,8.963678e-04,2.221033e-02,1.277106e-02,5.268031e-01,1.492704e+01,1153
Hyalonema_populiferum,Periphylla_periphylla,231.146969,169,1.061947e-03,1.911321e-02,1.155108e-02,5.033335e-01,1.711725e+01,982
Hyalonema_populiferum,Hydra_viridissima,206.692332,175,5.086686e-02,1.823823e-02,1.123591e-02,4.583188e-01,1.456090e+01,1142
Hyalonema_populiferum,Hydra_vulgaris,210.449865,183,8.027622e-02,1.555376e-02,9.980423e-03,3.611193e-01,1.275121e+01,1705
Hyalonema_populiferum,Hydra_oligactis,181.494498,173,3.138007e-01,1.934006e-02,1.292314e-02,4.751528e-01,1.517120e+01,929
Hyalonema_populiferum,Physalia_physalis,221.300585,180,1.950791e-02,1.611785e-02,1.015341e-02,3.907163e-01,1.353907e+01,1570
Hyalonema_populiferum,Nanomia_bijuga,218.642702,180,2.610680e-02,1.700771e-02,1.022507e-02,4.185052e-01,1.390505e+01,1499
Hyalonema_populiferum,Agalma_elegans,221.510363,181,2.154972e-02,1.683957e-02,1.090577e-02,4.250725e-01,1.350230e+01,1472
Hyalonema_populiferum,Abylopsis_tetragona,302.608878,182,4.862060e-08,2.239324e-02,1.320259e-02,5.325026e-01,1.466053e+01,1602
Hyalonema_populiferum,Craseoa_lathetica,242.480918,176,6.636409e-04,1.930631e-02,1.239678e-02,4.609752e-01,1.475554e+01,1326
Aphrocallistes_vastus,Rossella_fibulata,182.870388,164,1.489504e-01,5.222715e-03,3.883959e-03,1.427511e-01,1.432078e+01,1368
Aphrocallistes_vastus,Sympagella_nux,172.646175,174,5.147542e-01,2.761135e-03,2.726067e-03,7.096743e-02,1.442546e+01,1666
Aphrocallistes_vastus,Chondrilla_nucula,227.779195,185,1.757780e-02,1.381845e-02,8.504625e-03,3.411981e-01,1.112941e+01,2308
Aphrocallistes_vastus,Ircinia_fasciculata,166.701255,178,7.178480e-01,1.111199e-02,8.088023e-03,2.768486e-01,1.514964e+01,1033
Aphrocallistes_vastus,Petrosia_ficiformis,191.747881,179,2.440214e-01,9.781743e-03,7.055114e-03,2.351779e-01,1.141735e+01,2218
Aphrocallistes_vastus,Amphimedon_queenslandica,183.350558,186,5.411811e-01,5.550605e-03,4.708397e-03,1.539751e-01,9.316299e+00,3536
Aphrocallistes_vastus,Ephydatia_muelleri,286.777739,186,2.909008e-06,1.371589e-02,8.308316e-03,3.176149e-01,8.914866e+00,3736
Aphrocallistes_vastus,Spongilla_alba,255.555299,181,2.194829e-04,1.236754e-02,1.018499e-02,3.013622e-01,1.494413e+01,1533
Aphrocallistes_vastus,Pseudospongosorites_suberitoides,163.206154,173,6.917355e-01,1.016104e-02,8.111434e-03,2.910703e-01,1.501147e+01,1070
Aphrocallistes_vastus,Tethya_wilhelma,202.578695,162,1.675387e-02,1.618980e-02,1.121959e-02,4.160129e-01,1.974248e+01,709
Aphrocallistes_vastus,Latrunculia_apicalis,192.833812,185,3.313470e-01,8.406025e-03,5.607269e-03,2.185321e-01,8.305606e+00,3580
Aphrocallistes_vastus,Kirkpatrickia_variolosa,218.641524,184,4.112712e-02,8.152366e-03,5.833945e-03,2.183516e-01,9.263243e+00,3417
Aphrocallistes_vastus,Crella_elegans,194.299840,180,2.207967e-01,1.197604e-02,9.740377e-03,3.301322e-01,1.412258e+01,1347
Aphrocallistes_vastus,Trichoplax_adhaerens,219.023501,187,5.437537e-02,1.268567e-02,6.520421e-03,2.915328e-01,8.155497e+00,3895
Aphrocallistes_vastus,Strongylocentrotus_purpuratus,228.638765,185,1.595850e-02,1.234306e-02,7.021408e-03,3.175036e-01,9.646924e+00,3302
Aphrocallistes_vastus,Saccoglossus_kowalevskii,189.846746,177,2.412845e-01,1.087170e-02,8.614404e-03,2.624546e-01,1.270139e+01,1397
Aphrocallistes_vastus,Petromyzon_marinus,295.538417,179,9.487669e-08,2.267972e-02,1.293703e-02,5.384576e-01,1.183121e+01,2074
Aphrocallistes_vastus,Danio_rerio,198.904922,186,2.455403e-01,1.131156e-02,6.196592e-03,3.002302e-01,7.224126e+00,3770
Aphrocallistes_vastus,Homo_sapiens,252.391822,186,8.594995e-04,1.372702e-02,7.425194e-03,3.281022e-01,8.581938e+00,3952
Aphrocallistes_vastus,Lottia_gigantea,291.853330,188,1.793138e-06,1.543567e-02,8.438527e-03,3.506573e-01,9.059263e+00,3918
Aphrocallistes_vastus,Capitella_teleta,275.305642,185,1.831745e-05,1.393250e-02,6.792581e-03,3.581860e-01,9.527507e+00,4091
Aphrocallistes_vastus,Tubulanus_polymorphus,228.770967,186,1.780985e-02,1.452606e-02,7.959835e-03,3.555498e-01,7.921470e+00,3759
Aphrocallistes_vastus,Hemithiris_psittacea,236.538008,186,7.172194e-03,1.284405e-02,6.716539e-03,3.072707e-01,8.949280e+00,3298
Aphrocallistes_vastus,Priapulus_caudatus,225.553823,179,1.046771e-02,1.519801e-02,8.447441e-03,3.796698e-01,1.323234e+01,1791
Aphrocallistes_vastus,Lithobius_forficatus,203.471630,185,1.674070e-01,1.158248e-02,6.297648e-03,2.677331e-01,9.632258e+00,3326
Aphrocallistes_vastus,Drosophila_melanogaster,263.773723,185,1.263353e-04,1.327033e-02,6.686399e-03,2.965700e-01,8.192340e+00,4253
Aphrocallistes_vastus,Daphnia_pulex,235.288652,185,7.280762e-03,1.177427e-02,6.333649e-03,2.895807e-01,8.221729e+00,4067
Aphrocallistes_vastus,Eunicella_verrucosa,234.182751,186,9.538782e-03,1.306226e-02,6.997216e-03,2.897840e-01,9.419746e+00,3565
Aphrocallistes_vastus,Acropora_digitifera,209.675067,184,9.422988e-02,1.216651e-02,6.495764e-03,2.795912e-01,1.091342e+01,2930
Aphrocallistes_vastus,Platygyra_carnosa,244.665234,187,2.939028e-03,1.521803e-02,8.774285e-03,3.706724e-01,1.027728e+01,2959
Aphrocallistes_vastus,Nematostella_vectensis,250.962883,187,1.243428e-03,1.287346e-02,6.929143e-03,2.986715e-01,1.033867e+01,3648
Aphrocallistes_vastus,Bolocera_tuediae,156.076097,163,6.375740e-01,1.389625e-02,9.743933e-03,2.799227e-01,1.455272e+01,955
Aphrocallistes_vastus,Aiptasia_pallida,221.421148,184,3.098976e-02,1.101255e-02,7.003746e-03,2.541566e-01,1.169030e+01,2549
